Date,Title,Article,Sentiment,clean title,clean article,polarity,cong,bjp
2008-08-24,"orissa shuts down schools, colleges as protests spread","orissa has ordered the closure of all schools and colleges in the state on monday in view of the shutdown call of vishwa hindu parishad (vhp) to protest the killing of one of its leaders and four others.“to avoid any untoward incident, the government has ordered the closure of all educational institutions in the state for a day monday,” an official at the chief minister’s office said.the state government on sunday ordered a judicial probe into the killing of vhp leader swami laxmanananda saraswati and four other people, as thousands of protesters blocked roads and stopped trains at several places in the state.“the state government has ordered a judicial probe into the killings,” said chief minister naveen patnaik after reviewing the situation at a high-level meeting at the state secretariat here.saraswati was leading a campaign against cow slaughter and religious conversion allegedly by christian missionaries. he was shot dead at his jalespata ashram, some 340 km from here.""more than 30 men opened fire at the octogenarian leader, killing him and four others,"" said district collector kishan kumar over phone.the ashram is located in the communally-sensitive kandhamal district.""the attackers overpowered the 10 security personnel and opened fire from their automatic weapons,"" kumar said. ""we have found a letter from the spot which indicates it may be a maoist attack.""the attack took place around 7.30pm on saturday.“the weapons they used, the bullets and a letter recovered from the spot indicate that they may be rebel maoists,” said director general of police gopal chandra nanda. “the attackers have used sophisticated rifles and ak-47,” he said.the authorities have prohibited the gathering of four or more people in the entire district and security has been beefed up in the area. the state government has asked the police and district administration heads to remain alert.""there have been sporadic incidents of road and train blockades in the state,"" said inspector general of police pradeep kapoor. a high alert has been sounded across the state, he added.""thousands of policemen and paramilitary force troopers have been deployed in the district to avoid any untoward incidents,"" he said.kandhamal district, with a population of around 6 lakh including 1.5 lakh christians, is considered one of the most communally sensitive regions in the state. the region has witnessed numerous clashes between hindus and christians in the past.saraswati, a member of the central advisory committee of the vhp, served tribes, mainly kandhs, in the region. his main ashram is located at chakapad in the same district. the place where he was killed houses a residential school for girls and another ashram.apart from the chief minister, puri sankaracharya nischilananda saraswati, bharatiya janata party national vice-president jual oram, and bajrang dal leader subash chauhan are among those who have condemned the killings.hindu groups bajrang dal and vhp here announced they would observe a state-wide shutdown monday to protest the killings. ""the state will observe bandh monday to protest the brutal murders,"" said subash chauhan, all india convenor of bajrang dal.the state government on sunday sent a high-level police team and additional police forces to the district to monitor the situation.the dead would be cremated in the district monday.",0.050416666666666665,"orissa shuts schools , colleges protests spread","orissa ordered closure schools colleges state monday view shutdown call vishwa hindu parishad ( vhp ) protest killing one leaders four others.“to avoid untoward incident , government ordered closure educational institutions state day monday , ” official chief minister ’ office said.the state government sunday ordered judicial probe killing vhp leader swami laxmanananda saraswati four people , thousands protesters blocked roads stopped trains several places state.“the state government ordered judicial probe killings , ” said chief minister naveen patnaik reviewing situation high-level meeting state secretariat here.saraswati leading campaign cow slaughter religious conversion allegedly christian missionaries. shot dead jalespata ashram , 340 km here. "" 30 men opened fire octogenarian leader , killing four others , "" said district collector kishan kumar phone.the ashram located communally-sensitive kandhamal district. "" attackers overpowered 10 security personnel opened fire automatic weapons , "" kumar said. "" found letter spot indicates may maoist attack. "" attack took place around 7.30pm saturday.“the weapons used , bullets letter recovered spot indicate may rebel maoists , ” said director general police gopal chandra nanda. “the attackers used sophisticated rifles ak-47 , ” said.the authorities prohibited gathering four people entire district security beefed area. state government asked police district administration heads remain alert. "" sporadic incidents road train blockades state , "" said inspector general police pradeep kapoor. high alert sounded across state , added. "" thousands policemen paramilitary force troopers deployed district avoid untoward incidents , "" said.kandhamal district , population around 6 lakh including 1.5 lakh christians , considered one communally sensitive regions state. region witnessed numerous clashes hindus christians past.saraswati , member central advisory committee vhp , served tribes , mainly kandhs , region. main ashram located chakapad district. place killed houses residential school girls another ashram.apart chief minister , puri sankaracharya nischilananda saraswati , bharatiya janata party national vice-president jual oram , bajrang dal leader subash chauhan among condemned killings.hindu groups bajrang dal vhp announced would observe state-wide shutdown monday protest killings. "" state observe bandh monday protest brutal murders , "" said subash chauhan , india convenor bajrang dal.the state government sunday sent high-level police team additional police forces district monitor situation.the dead would cremated district monday .","{'bjp': 0, 'cong': 0}",0,0
2008-08-24,thousands block roads in orissa to protest killing of vhp leader,"thousands of people blocked roads and stopped trains in several places in orissa on sunday to protest the killing of a vishwa hindu parishad (vhp) leader and four others on saturday night by armed assailants in the communally-sensitive kandhamal district. a high alert has been sounded across the state.vhp leader swami laxmanananda saraswati, who was leading a campaign against cow slaughter and religious conversion, allegedly by christian missionaries, was shot dead at his jalespata ashram. ""more than 30 men opened fire at the octogenarian leader, killing him and four others,"" district collector kishan kumar told ians over phone.""the attackers overpowered the 10 security personnel opened fire from their automatic rifles,"" kumar said. ""we have found a letter from the spot which indicates it may be a maoist attack."" the attack took place at around 7.30 pm.saraswati was a member of the central advisory committee of the vhp.the authorities have clamped orders prohibiting the gathering of four or more people in the entire district. security has been beefed up in the area.thousands of people blocked roads at several places in the state. the state government has asked the police and district administrative heads to remain alert.""there have been sporadic incidents of road and train blockades in the state,"" inspector general of police pradeep kapoor told ians. a high alert has been sounded across the state, he said.""thousands of policemen and paramilitary force troopers have been deployed in the district to avoid any untoward incidents,"" he said.kandhamal district, with a population of around 600,000 including 150,000 christians, is considered one of the most communally sensitive regions in the state.the region has witnessed numerous clashes between hindus and christians in the past.saraswati has served tribes, mainly kandhs, in the region. his main ashram is located at chakapad in the same district. the place where he was killed houses a residential school for girls and an ashram.chief minister naveen patnaik, puri sankaracharya nischilananda saraswati, bajrang dal leader subash chauhan are among those who have condemned the killing.",0.08850000000000001,thousands block roads orissa protest killing vhp leader,"thousands people blocked roads stopped trains several places orissa sunday protest killing vishwa hindu parishad ( vhp ) leader four others saturday night armed assailants communally-sensitive kandhamal district. high alert sounded across state.vhp leader swami laxmanananda saraswati , leading campaign cow slaughter religious conversion , allegedly christian missionaries , shot dead jalespata ashram. "" 30 men opened fire octogenarian leader , killing four others , "" district collector kishan kumar told ians phone. "" attackers overpowered 10 security personnel opened fire automatic rifles , "" kumar said. "" found letter spot indicates may maoist attack. "" attack took place around 7.30 pm.saraswati member central advisory committee vhp.the authorities clamped orders prohibiting gathering four people entire district. security beefed area.thousands people blocked roads several places state. state government asked police district administrative heads remain alert. "" sporadic incidents road train blockades state , "" inspector general police pradeep kapoor told ians. high alert sounded across state , said. "" thousands policemen paramilitary force troopers deployed district avoid untoward incidents , "" said.kandhamal district , population around 600,000 including 150,000 christians , considered one communally sensitive regions state.the region witnessed numerous clashes hindus christians past.saraswati served tribes , mainly kandhs , region. main ashram located chakapad district. place killed houses residential school girls ashram.chief minister naveen patnaik , puri sankaracharya nischilananda saraswati , bajrang dal leader subash chauhan among condemned killing .","{'bjp': 0, 'cong': 0}",0,0
2008-08-25,woman burnt to death in orissa violence,"a young woman was burnt to death and a minority community priest seriously injured when a mob torched an orphanage in an orissa village as tension soared across the state on monday with thousands observing a state-wide shutdown called by vishwa hindu parishad (vhp) to protest the killing of its leader.a 22-year-old woman was killed and a priest badly injured when angry mobs burnt down an orphanage in khuntpali village in barhgarh district, 300 km from here.meanwhile, mobs attacked religious places of a minority community, torched vehicles and stopped rail and road traffic across the state to protest the saturday’s killing of swami laxmananand saraswati, a member of vhp's central advisory committee, and four others at his jalespata ashram in kandhamal district.though the administration imposed curfew in baliguda and phulbani towns in the district, people defied the order when the body of the leader was brought in a procession to his ashram. those in the procession damaged several churches and prayer houses and vehicles, eyewitnesses said.more than 1,000 security personnel were deployed in the region, where police could do little but chase away the protesters. officials said the curfew would continue in both towns till tuesday.the protesters attacked more than 10 religious places in different parts of the state and clashed with police in some places. ""some religious places have been attacked and there are reports of sporadic violence,"" inspector general of police pradeep kapoor said.most government and private offices witnessed thin attendance as thousands staged demonstrations and burnt tyres in several villages, towns and on national highways. almost all shops and petrol pumps remained closed and many were stranded at bus stops.""train services have been affected across the state,"" jp mishra, spokesperson of the east coast railway, said. ""neither passenger nor goods trains were allowed to move from stations.""road traffic was also badly hit and many vehicles were attacked in separate incidents.according to local television channels, protesters damaged dozens of vehicles in various parts but officials confirmed damage to only two vehicles in rourkela and three in the coastal district of balasore saying they were yet to compile other details.""it was a spontaneous response of the people to the shutdown,"" said national coordinator of the bajrang dal subhash chauhan.the unrest was reflected in the orissa assembly as well with ruling and opposition legislators clashed over the killing.the opposition congress demanded suspension of the question hour and an immediate discussion on the law and order problems in the state; and the bharatiya janata party (bjp) - ally of the ruling biju janata dal - demanded suspension of proceedings for the day in view of the shutdown.saraswati was leading a campaign against cow slaughter and religious conversion in the communally sensitive district, which has witnessed numerous communal clashes in the past.saraswati's supporters had been holding protests since saturday night, blocking trains and vehicles.the state government on sunday ordered a judicial probe into the killings and announced compensation for the victims. authorities also constituted a special police team to investigate the crime.",-0.012956950456950452,woman burnt death orissa violence,"young woman burnt death minority community priest seriously injured mob torched orphanage orissa village tension soared across state monday thousands observing state-wide shutdown called vishwa hindu parishad ( vhp ) protest killing leader.a 22-year-old woman killed priest badly injured angry mobs burnt orphanage khuntpali village barhgarh district , 300 km here.meanwhile , mobs attacked religious places minority community , torched vehicles stopped rail road traffic across state protest saturday ’ killing swami laxmananand saraswati , member vhp ' central advisory committee , four others jalespata ashram kandhamal district.though administration imposed curfew baliguda phulbani towns district , people defied order body leader brought procession ashram. procession damaged several churches prayer houses vehicles , eyewitnesses said.more 1,000 security personnel deployed region , police could little chase away protesters. officials said curfew would continue towns till tuesday.the protesters attacked 10 religious places different parts state clashed police places. "" religious places attacked reports sporadic violence , "" inspector general police pradeep kapoor said.most government private offices witnessed thin attendance thousands staged demonstrations burnt tyres several villages , towns national highways. almost shops petrol pumps remained closed many stranded bus stops. "" train services affected across state , "" jp mishra , spokesperson east coast railway , said. "" neither passenger goods trains allowed move stations. "" road traffic also badly hit many vehicles attacked separate incidents.according local television channels , protesters damaged dozens vehicles various parts officials confirmed damage two vehicles rourkela three coastal district balasore saying yet compile details. "" spontaneous response people shutdown , "" said national coordinator bajrang dal subhash chauhan.the unrest reflected orissa assembly well ruling opposition legislators clashed killing.the opposition congress demanded suspension question hour immediate discussion law order problems state ; bharatiya janata party ( bjp ) - ally ruling biju janata dal - demanded suspension proceedings day view shutdown.saraswati leading campaign cow slaughter religious conversion communally sensitive district , witnessed numerous communal clashes past.saraswati ' supporters holding protests since saturday night , blocking trains vehicles.the state government sunday ordered judicial probe killings announced compensation victims. authorities also constituted special police team investigate crime .","{'bjp': 1, 'cong': 1}",1,1
2008-08-27,orissa remains volatile despite shoot at sight order,"mobs defied curfew, blocked roads and attacked churches on wednesday in orissa's kandhamal district even after police issued shoot-at-sight orders to control the situation erupting out of the killing of a hindu leader on saturday.officials said the trouble spread to other areas of the state with stray incidents of violence reported in sundergarh, gajapati and rayaagada districts.the state has been on the boil since the killing of swami laxmanananda saraswati, a member of the central advisory committee of the vishwa hindu parishad (vhp), and four others on saturday evening by suspected maoist guerrillas at his jalespata ashram in kandhamal district.police have registered at least seventy cases in different police stations related to the communal violence and 54 people have been arrested in this connection, chief minister naveen patnaik informed the state assembly.but the situation is worst in kandhamal district. ""we have given orders to shoot at sight anybody defying curfew and indulging in violence,"" revenue divisional commissioner satyabrata sahu said, as the violence raged mostly - in isolated rural hamlets.police and paramilitary forces marched through the troubled towns of the district on wednesday. orders under section 144, which prohibits the assembly of five or more people, have been clamped in the area.minister of state for home sri prakash jaiswal and other congress leaders arrived in the state capital bhubaneswar to visit the riot hit region. however, the state government prevented them from carrying on saying that the situation is not conducive.jaiswal and the other congress leaders are scheduled to visit the region on thursday.on monday, the vhp called for a state-wide shutdown. since then, 11 people have been killed in the state, 10 in kandhamal alone, district collector krishan kumar said.on tuesday, hindus and christians clashed in the district's barakhama village leaving four people, including a woman, dead.besides the three bodies just discovered, two people were killed in tiangia village on monday - though police could reach there only on tuesday as the villagers had blocked the road with massive wooden logs.another person, a paralytic patient, was lynched and burnt in rupa village on sunday night.violence also reared its ugly head in bargarh district, about 300 km from the capital city, when a woman was burnt alive after mobs torched an orphanage in khuntpali village on monday - when several churches were burnt and rail and road traffic adversely impacted.saraswati was leading a campaign against cow slaughter and religious conversion in the communally sensitive district - which with a population of around 600,000 including 150,000 christians has witnessed numerous clashes between hindus and christians in the past.radical hindu groups in the state blamed the church for the crime and alleged that christians killed saraswati because he was opposing religious conversion. christian organisations deny these allegations.saraswati's supporters have been holding protests since saturday night, blocking trains and vehicles. orissa is not new to communal violence between hindus and christians.on jan 22, 1999, australian missionary graham staines and his two sons, 10-year-old philip and six-year-old timothy, were burnt alive by a hindu radical mob in their vehicle in keonjhar district.",-0.08364109848484848,orissa remains volatile despite shoot sight order,"mobs defied curfew , blocked roads attacked churches wednesday orissa ' kandhamal district even police issued shoot-at-sight orders control situation erupting killing hindu leader saturday.officials said trouble spread areas state stray incidents violence reported sundergarh , gajapati rayaagada districts.the state boil since killing swami laxmanananda saraswati , member central advisory committee vishwa hindu parishad ( vhp ) , four others saturday evening suspected maoist guerrillas jalespata ashram kandhamal district.police registered least seventy cases different police stations related communal violence 54 people arrested connection , chief minister naveen patnaik informed state assembly.but situation worst kandhamal district. "" given orders shoot sight anybody defying curfew indulging violence , "" revenue divisional commissioner satyabrata sahu said , violence raged mostly - isolated rural hamlets.police paramilitary forces marched troubled towns district wednesday. orders section 144 , prohibits assembly five people , clamped area.minister state home sri prakash jaiswal congress leaders arrived state capital bhubaneswar visit riot hit region. however , state government prevented carrying saying situation conducive.jaiswal congress leaders scheduled visit region thursday.on monday , vhp called state-wide shutdown. since , 11 people killed state , 10 kandhamal alone , district collector krishan kumar said.on tuesday , hindus christians clashed district ' barakhama village leaving four people , including woman , dead.besides three bodies discovered , two people killed tiangia village monday - though police could reach tuesday villagers blocked road massive wooden logs.another person , paralytic patient , lynched burnt rupa village sunday night.violence also reared ugly head bargarh district , 300 km capital city , woman burnt alive mobs torched orphanage khuntpali village monday - several churches burnt rail road traffic adversely impacted.saraswati leading campaign cow slaughter religious conversion communally sensitive district - population around 600,000 including 150,000 christians witnessed numerous clashes hindus christians past.radical hindu groups state blamed church crime alleged christians killed saraswati opposing religious conversion. christian organisations deny allegations.saraswati ' supporters holding protests since saturday night , blocking trains vehicles. orissa new communal violence hindus christians.on jan 22 , 1999 , australian missionary graham staines two sons , 10-year-old philip six-year-old timothy , burnt alive hindu radical mob vehicle keonjhar district .","{'bjp': 0, 'cong': 2}",2,0
2008-08-29,nhrc seeks report on orissa communal violence," the national human rights commission (nhrc) on friday sought a report from the orissa government on the ongoing communal violence in the state following the killing of a vishwa hindu parishad (vhp) leader last week.the nhrc sent notice to the orissa chief secretary and the state director general of police on the communal violence in which at least 11 people have been killed in revenge for the murder of vhp leader laxamanananda saraswati.""the panel has asked them to submit a report in entirety within two weeks,"" an nhrc spokesperson said.orissa has been on the boil since the killing of saraswati, a member of the vhp's central advisory committee, and four others on saturday evening by suspected maoist guerrillas at his jalespata ashram in kandhamal district.saraswati was leading a campaign against cow slaughter and religious conversion in the communally sensitive district - which with a population of around 600,000, including 150,000 christians, has witnessed numerous clashes between hindus and christians in the past.radical hindu groups in the state alleged that christians killed saraswati because he was opposing religious conversion. christian organisations deny the allegation.saraswati's supporters have been holding protests since saturday night and violence continued for the seventh day on friday with stray incidents reported from kandhamal despite a curfew, the police said.",-0.05222222222222221,nhrc seeks report orissa communal violence,"national human rights commission ( nhrc ) friday sought report orissa government ongoing communal violence state following killing vishwa hindu parishad ( vhp ) leader last week.the nhrc sent notice orissa chief secretary state director general police communal violence least 11 people killed revenge murder vhp leader laxamanananda saraswati. "" panel asked submit report entirety within two weeks , "" nhrc spokesperson said.orissa boil since killing saraswati , member vhp ' central advisory committee , four others saturday evening suspected maoist guerrillas jalespata ashram kandhamal district.saraswati leading campaign cow slaughter religious conversion communally sensitive district - population around 600,000 , including 150,000 christians , witnessed numerous clashes hindus christians past.radical hindu groups state alleged christians killed saraswati opposing religious conversion. christian organisations deny allegation.saraswati ' supporters holding protests since saturday night violence continued seventh day friday stray incidents reported kandhamal despite curfew , police said .","{'bjp': 0, 'cong': 0}",0,0
2008-08-31,vhp demands stf to nab saraswati killers,"the vhp on sunday demanded formation of a special task force to track down the killers of laxmanananda saraswati and conduct an independent and impartial probe into the violence following the killing.alleging that a large number of hindus have been affected in the violence after saraswati's killing, vhp's orissa unit general secretary gouri prasad rath claimed that 'a reign of terror has been unleashed against hindus and there is no security for them'.""it is unfortunate that the murderers are yet to be arrested though swamiji was killed on august 23. a special task force should be formed forthwith to nab the culprits without further delay,"" he told reporters accusing the state government of ignoring the cold-blooded killing of saraswati.rath claimed that the violence triggered by the killing was due to spontaneous public anger and emotional outburst and vhp had no role in it.rubbishing the theory that maoists might be involved in saraswati's killing, the vhp leader asked the government to take action against those who are trying to propagate it.asked why the vhp was not demanding resignation of bjp ministers from the naveen patnaik ministry in protest against the killing of saraswati and failure to nab the culprits, he said bjp is a political party and it is free to take its decision.he asked the government to strictly enforce the laws to prevent religious conversion and cow slaughter.",-0.002475434618291759,vhp demands stf nab saraswati killers,"vhp sunday demanded formation special task force track killers laxmanananda saraswati conduct independent impartial probe violence following killing.alleging large number hindus affected violence saraswati ' killing , vhp ' orissa unit general secretary gouri prasad rath claimed ' reign terror unleashed hindus security ' . "" unfortunate murderers yet arrested though swamiji killed august 23. special task force formed forthwith nab culprits without delay , "" told reporters accusing state government ignoring cold-blooded killing saraswati.rath claimed violence triggered killing due spontaneous public anger emotional outburst vhp role it.rubbishing theory maoists might involved saraswati ' killing , vhp leader asked government take action trying propagate it.asked vhp demanding resignation bjp ministers naveen patnaik ministry protest killing saraswati failure nab culprits , said bjp political party free take decision.he asked government strictly enforce laws prevent religious conversion cow slaughter .","{'bjp': 2, 'cong': 0}",0,2
2008-09-10,life limps back to normalcy in orissa,"while an uneasy calm prevailed over the anti-church riot torn kandhamal district in central orissa on wednesday, governor mc bhandare visited the jalespatta ashram where swami lakhshamananda saraswati was murdered by masked gunmen on janmasthami evening.the assassination of swami, a vhp ideologue and anti-conversion champion, had sparked off widespread violence against churches and christians.life on the other hand has started limping back to normalcy. the week-long unchecked violence in the interiors of kandhamal had left 18 people dead. in all 42 churches and over 250 houses were either razed to the ground or torched. the police, according to special secretary home department amrit mohan prasad, has registered 390 cases and arrested 615 persons.the governor before visiting the ashram had reviewed the situation with officials in phulbani on tuesday night. bhandare's visit was also prompted by the requests made by swami agnivesh and other saints to use his powers and personally visit the area. however, swami agnivesh and others were not allowed to go to kandhamal.meanwhile, vhp supremo ashok singhal is also expected here on wednesday. he would discuss the situation with shankaracharya of puri jagatguru neeshachalananda saraswati and chief minister naveen patnaik. the shankaracharya had already expressed his support to the vhp in its fight against conversion and cow slaughter in the wake of the killing of swami lakshamananda.meanwhile, the centre had rushed an additional 24 companies of central para military forces to help the state government maintain order in khandamal and other sensitive districts. with this the deployment of central forces went up to 57 companies, including three companies of rapid action force.",-0.0030112044817927164,life limps back normalcy orissa,"uneasy calm prevailed anti-church riot torn kandhamal district central orissa wednesday , governor mc bhandare visited jalespatta ashram swami lakhshamananda saraswati murdered masked gunmen janmasthami evening.the assassination swami , vhp ideologue anti-conversion champion , sparked widespread violence churches christians.life hand started limping back normalcy. week-long unchecked violence interiors kandhamal left 18 people dead. 42 churches 250 houses either razed ground torched. police , according special secretary home department amrit mohan prasad , registered 390 cases arrested 615 persons.the governor visiting ashram reviewed situation officials phulbani tuesday night. bhandare ' visit also prompted requests made swami agnivesh saints use powers personally visit area. however , swami agnivesh others allowed go kandhamal.meanwhile , vhp supremo ashok singhal also expected wednesday. would discuss situation shankaracharya puri jagatguru neeshachalananda saraswati chief minister naveen patnaik. shankaracharya already expressed support vhp fight conversion cow slaughter wake killing swami lakshamananda.meanwhile , centre rushed additional 24 companies central para military forces help state government maintain order khandamal sensitive districts. deployment central forces went 57 companies , including three companies rapid action force .","{'bjp': 0, 'cong': 0}",0,0
2008-10-05,"advani, singhal, togadia natural targets of maoists?","admitting that maoist groups in orissa derive major support from minority communities, a prominent maoist leader has said there was pressure from both christians and dalits to eliminate vhp leader laxmanananda saraswati.sabyasachi panda alias sunil, who met a group of journalists at an undisclosed hideout on saturday, said saraswati was killed as he did not pay any heed to maoist's warning.the transcript of panda's meeting was made available to a news agency on sunday.""we had asked laxmanananda to desist from anti-christian activities. he created a riot in december 2007 and subsequently targeted people indulging in cow slaughter,"" he said, adding people of both the communities were opposed to the seer.noting that most of the cadre members and supporters in orissa belonged to christian community, panda said, ""it is a fact that christians are in majority in our organisation. our supporters in orissa's rayagada, gajapati and kandhamal also belonged to christian community.""the maoist leader, however, pointed out that though christians were major support base of the outfit in orissa, the situation was not similar across the country.""we do not believe in any religion or are attached to any religious groups. we are not in favour of any religion,"" he said claiming laxamananda was working to revive brahminism which was almost disappearing.",0.030128205128205125,"advani , singhal , togadia natural targets maoists ?","admitting maoist groups orissa derive major support minority communities , prominent maoist leader said pressure christians dalits eliminate vhp leader laxmanananda saraswati.sabyasachi panda alias sunil , met group journalists undisclosed hideout saturday , said saraswati killed pay heed maoist ' warning.the transcript panda ' meeting made available news agency sunday. "" asked laxmanananda desist anti-christian activities. created riot december 2007 subsequently targeted people indulging cow slaughter , "" said , adding people communities opposed seer.noting cadre members supporters orissa belonged christian community , panda said , "" fact christians majority organisation. supporters orissa ' rayagada , gajapati kandhamal also belonged christian community. "" maoist leader , however , pointed though christians major support base outfit orissa , situation similar across country. "" believe religion attached religious groups. favour religion , "" said claiming laxamananda working revive brahminism almost disappearing .","{'bjp': 0, 'cong': 0}",0,0
2008-10-06,3 maoist-trained men arrested for vhp leader's killing ," three members of a maoist-trained ""militia"" group, two of them christians, were arrested on monday in connection with the killing of vhp leader swami laxmananda saraswati in orissa's riot-torn kandhamal district.this was the first arrest in connection with the killing which took place 42 days ago, sparking an orgy of communal violence in the district.the crime branch of orissa police seized two guns from the trio, police said.""the three persons were arrested by the special investigating team (sit) formed to nab the culprits"", orissa's director general of police manmohan praharaj said adding the arrested were taken to the police custody.""all the three persons arrested have confessed to the crime"", said crime branch inspector p k patnaik who was instrumental in the arrest of the three youths in the age group of 30 to 32 years. the trio, identified as duryodhan sunamajhi, mundabeda majhi and sanatan majhi of kotgarh area, were produced before the sub-divisional judicial magistrate's (sdjm) court at baliguda in kandhamal district and remanded to police custody for seven days. besides two svml guns, the police have seized two black masks and four black shirts used during the crime, the official said adding the police possessed evidences to prove the charges.they were picked up from baliguda police station area on the basis of specific intelligence inputs, said a member of the sit adding that more persons were likely to be booked soon.according to the inspector general (ig) of police, crime branch, arun ray, the trio belonged to the 150-strong militia group formed by maoists to execute the killing.""though they were not part of the maoist cadre, the milita group including the three, were imparted training in fire arms and execute the crime,"" ray said while declining to specify religion of the trio.however, sources in the crime branch claimed two of the three persons arrested today were christians.giving details of execution of the killing, ray said the maoists had formed a 150-member group comprising local tribals and dalits to eliminate the vhp leader who was opposed to conversion and cow slaughter in particular. while police was probing the christian angle into the murder, ray said they could come to a conclusion on the matter only after collecting evidences based on the information provided by the three arrested youths.besides laxamananda, the killers had on august 23 evening gunned down sanyasini mata bhaktimayee, baba amritananda, kishore baba and puranjan ganthi, a guardian of an inmate of the kanyashram at jalespeta in kandhamal district.the communal and ethnic violence in kandhamal has so far claimed 35 lives and several houses, churches and places of worship were vandalized.",0.03955722639933167,3 maoist-trained men arrested vhp leader ' killing,"three members maoist-trained "" militia "" group , two christians , arrested monday connection killing vhp leader swami laxmananda saraswati orissa ' riot-torn kandhamal district.this first arrest connection killing took place 42 days ago , sparking orgy communal violence district.the crime branch orissa police seized two guns trio , police said. "" three persons arrested special investigating team ( sit ) formed nab culprits "" , orissa ' director general police manmohan praharaj said adding arrested taken police custody. "" three persons arrested confessed crime "" , said crime branch inspector p k patnaik instrumental arrest three youths age group 30 32 years. trio , identified duryodhan sunamajhi , mundabeda majhi sanatan majhi kotgarh area , produced sub-divisional judicial magistrate ' ( sdjm ) court baliguda kandhamal district remanded police custody seven days. besides two svml guns , police seized two black masks four black shirts used crime , official said adding police possessed evidences prove charges.they picked baliguda police station area basis specific intelligence inputs , said member sit adding persons likely booked soon.according inspector general ( ig ) police , crime branch , arun ray , trio belonged 150-strong militia group formed maoists execute killing. "" though part maoist cadre , milita group including three , imparted training fire arms execute crime , "" ray said declining specify religion trio.however , sources crime branch claimed two three persons arrested today christians.giving details execution killing , ray said maoists formed 150-member group comprising local tribals dalits eliminate vhp leader opposed conversion cow slaughter particular. police probing christian angle murder , ray said could come conclusion matter collecting evidences based information provided three arrested youths.besides laxamananda , killers august 23 evening gunned sanyasini mata bhaktimayee , baba amritananda , kishore baba puranjan ganthi , guardian inmate kanyashram jalespeta kandhamal district.the communal ethnic violence kandhamal far claimed 35 lives several houses , churches places worship vandalized .","{'bjp': 0, 'cong': 0}",0,0
2008-12-05,avoid cow slaughter on eid-ul-azha: deoband to muslims," leading islamic seminary dar-ul-uloom has suggested to muslims in the country that they avoid slaughtering cows on eid-ul-azha as a mark of respect to the religious beliefs of hindus.the appeal has been supported by the all india organisation of imams of mosques (aioim), which had earlier asked muslims to put black ribbons on their shoulders as a symbol of their solidarity and grief for the victims of the mumbai terror attacks.in a booklet detailing the concept of qurbani or sacrifice on the occasion of bakri-eid, brought out by deoband-based dar-ul-uloom, the seminary has advised muslims to refrain from sacrificing cows to avoid hurting sentiments of the hindus.""they (muslims) may slaughter other animals that are approved by the shariah,"" the booklet said, asking muslims to respect the sentiments of other indians.established in 1866, dar-ul-uloom is the most respected school of islamic teaching in the subcontinent.aioim president hazrat moulana jameel ahmed ilyasi said slaughtering cows hurts the sentiments of hindus and ""we should not do anything that will disturb communal harmony in the country"".ilyasi also asked imams all around the country to pray for the victims of the mumbai terror attacks during eid prayers and express solidarity with mumbaikars.""they should pray to the almighty during eid prayers for restoring peace in the country,"" ilyasi said.",-0.1023809523809524,avoid cow slaughter eid-ul-azha : deoband muslims,"leading islamic seminary dar-ul-uloom suggested muslims country avoid slaughtering cows eid-ul-azha mark respect religious beliefs hindus.the appeal supported india organisation imams mosques ( aioim ) , earlier asked muslims put black ribbons shoulders symbol solidarity grief victims mumbai terror attacks.in booklet detailing concept qurbani sacrifice occasion bakri-eid , brought deoband-based dar-ul-uloom , seminary advised muslims refrain sacrificing cows avoid hurting sentiments hindus. "" ( muslims ) may slaughter animals approved shariah , "" booklet said , asking muslims respect sentiments indians.established 1866 , dar-ul-uloom respected school islamic teaching subcontinent.aioim president hazrat moulana jameel ahmed ilyasi said slaughtering cows hurts sentiments hindus "" anything disturb communal harmony country "" .ilyasi also asked imams around country pray victims mumbai terror attacks eid prayers express solidarity mumbaikars. "" pray almighty eid prayers restoring peace country , "" ilyasi said .","{'bjp': 0, 'cong': 0}",0,0
