Date,Title,Article,Sentiment,clean title,clean article,polarity,cong,bjp
2009-08-17,tantri to discuss sabarimala issue with hindu bodies,"the controversy over travancore devaswom board denying permission to the senior sabarimala tantri (chief priest) kandararu maheswararu to take his son kandararu mohanaru as his assistant for performing the tantric rites at lord ayyappa temple took a new turn with the devaswom guards shutting the doors of the tantri’s room on mr mohanaru on monday., mr. mohanaru who reached the sannidhanam, along with maheswararu, on sunday stayed back at the sabari guest house when he was not permitted to accompany the latter to the tantri’s room attached to the ayyappa temple complex. he reached the temple precincts around 12.15 pm on monday and proceeded to the tantri’s room after offering prayers at the ayyappa shrine, later. however, devaswom guards shut the doors on him denying him permission to enter the tantri’s room with out obtaining permission from the board authorities. meanwhile, the tantri came out to receive his son outside. both of them have also made a futile attempt to meet the executive officer v.s.jayakumar who was not available at the executive office., talking to reporters, maheswararu said he was pained at the``unsavoury’’ incidents at the holy hillock. he alleged that the tdb had treated the chief priest and his son at sabarimala in an inhuman, manner., mr maheswararu said the tantri’s word prevail on the ritualistic aspects at any temple, adding that tantri is the authority to decide on the ritualistic aspects. he said the tdb action was nothing short of an infringement on his previlages as the chief priest, especially in matters concerning the sanctum sanctorum and temple rituals., he said the matter would be discussed with various hindu organisations and ayyappa devotees. a decision on whether mohanaru should be permitted to do tantric rites at sabarimala will be taken after, holding a creative dialogue with various hindu religious leaders as well as devotees’ groups, he said., the tantri said he would also move kerala high court against the tdb action.mohanaru, accompanied by his nephew, rahul iswar, returned home, later in the evening., commissioner reiterates stand, meanwhile, devaswom commissioner p.v.nalinakshan nair reiterated the temple authority’s stand not to engage mohanaru in any ritualistic aspect at sabarimala till the controversies involving him die down., heavy rush, the sannidhanam winessed heavy rush on the malayalam new year day on monday. a laksharchana was performed at the ayyappa temple in the forenoon.",-0.005848965848965849,tantri discuss sabarimala issue hindu bodies,"controversy travancore devaswom board denying permission senior sabarimala tantri ( chief priest ) kandararu maheswararu take son kandararu mohanaru assistant performing tantric rites lord ayyappa temple took new turn devaswom guards shutting doors tantri ’ room mr mohanaru monday. , mr. mohanaru reached sannidhanam , along maheswararu , sunday stayed back sabari guest house permitted accompany latter tantri ’ room attached ayyappa temple complex. reached temple precincts around 12.15 pm monday proceeded tantri ’ room offering prayers ayyappa shrine , later. however , devaswom guards shut doors denying permission enter tantri ’ room obtaining permission board authorities. meanwhile , tantri came receive son outside. also made futile attempt meet executive officer v.s.jayakumar available executive office. , talking reporters , maheswararu said pained ` ` unsavoury ’ ’ incidents holy hillock. alleged tdb treated chief priest son sabarimala inhuman , manner. , mr maheswararu said tantri ’ word prevail ritualistic aspects temple , adding tantri authority decide ritualistic aspects. said tdb action nothing short infringement previlages chief priest , especially matters concerning sanctum sanctorum temple rituals. , said matter would discussed various hindu organisations ayyappa devotees. decision whether mohanaru permitted tantric rites sabarimala taken , holding creative dialogue various hindu religious leaders well devotees ’ groups , said. , tantri said would also move kerala high court tdb action.mohanaru , accompanied nephew , rahul iswar , returned home , later evening. , commissioner reiterates stand , meanwhile , devaswom commissioner p.v.nalinakshan nair reiterated temple authority ’ stand engage mohanaru ritualistic aspect sabarimala till controversies involving die down. , heavy rush , sannidhanam winessed heavy rush malayalam new year day monday. laksharchana performed ayyappa temple forenoon .","{'bjp': 0, 'cong': 0}",0,0
2009-09-01,hundreds partook off uthrada sadya at sabarimala,"the annual uthrada sadya (feast) offered by the melsanthi (head priest) at lord ayyappa temple at sabarimala was held with customary fervour on tuesday., hundreds of devotees partook off the feast served by the melsanthi n.vishnu namboodiri immediately after the utchapuja., the melsanthi had also presented onakkodi (new clothes) to the devaswom staff as well as his assistants as part of the onam celebrations at the holy hillock on tuesday., onasadya today, the onasadya at sabarimala would be served by dr manikantadas, a devotee from changanacherry, as an offering to lord ayyappa, afte the utchapuja on wednesday., dr manikantadas has been serving onasadya at the holy hillock since the past several years. the feast at the sannidhanam on friday will be served by the devaswom employees., sahasrakalasabhishekom today, a sahasrakalasabhishekom will be performed at the ayyappa shrine prior to the utchapuja on the thiruvonam day on wednesday, besides padipuja, udayasthamanpuja, ashtabhishekom and pushpabhishekom., the temple will be closed after the athazhapuja on friday evening.",-0.04272727272727273,hundreds partook uthrada sadya sabarimala,"annual uthrada sadya ( feast ) offered melsanthi ( head priest ) lord ayyappa temple sabarimala held customary fervour tuesday. , hundreds devotees partook feast served melsanthi n.vishnu namboodiri immediately utchapuja. , melsanthi also presented onakkodi ( new clothes ) devaswom staff well assistants part onam celebrations holy hillock tuesday. , onasadya today , onasadya sabarimala would served dr manikantadas , devotee changanacherry , offering lord ayyappa , afte utchapuja wednesday. , dr manikantadas serving onasadya holy hillock since past several years. feast sannidhanam friday served devaswom employees. , sahasrakalasabhishekom today , sahasrakalasabhishekom performed ayyappa shrine prior utchapuja thiruvonam day wednesday , besides padipuja , udayasthamanpuja , ashtabhishekom pushpabhishekom. , temple closed athazhapuja friday evening .","{'bjp': 0, 'cong': 0}",0,0
2009-09-03,kadannappally to hold talks on malabar devaswom board,"devaswom minister kadannappally ramachandran. photo: c ratheesh kumar , devaswom minister kadannappally ramachandran said here on thursday that he would hold talks with all parties concerned on the constitution of the malabar devaswom board., participating in a meet-the-press programme here on thursday, mr. ramachandran said so far he had not received any complaint regarding the formation of the board or related matters. however, he would hold talks with all concerned, including the president of the board., on the issue of constituting new travancore and cochin devaswom boards, the minister said a consensus should be evolved after talks with all the parties concerned. matters of law and religious rites were involved in the issue. several decisions, including inducting more members to the board as was done recently, could be taken only through consensus arrived at after detailed talks. “there was no relevance for decisions taken unilaterally by the minister,” he said., a civic reception was accorded to the minister here., mr. ramachandran said more facilities would be provided at the sabarimala temple where pilgrims were expected in large numbers during this season. last year, nearly three crore pilgrims had visited the temple. he said there should be coordinated efforts of all the government departments concerned for the proper conduct of the pilgrim season., the minister said he was in touch with ministers and officials concerned of tamil nadu, karnataka and andhra pradesh on the sabarimala pilgrim season. talks would be held with the ministers and officials concerned. issues such as curtailing the use of plastic materials by pilgrims from other southern states would figure in these talks., the minister also visited sreekanteswaram temple where a major theft took place in the early hours of tuesday. he said necessary steps would be taken to prevent thefts at temples. he said he would hold talks with home minister kodiyeri balakrishnan in this regard.",0.04731084133258048,kadannappally hold talks malabar devaswom board,"devaswom minister kadannappally ramachandran. photo : c ratheesh kumar , devaswom minister kadannappally ramachandran said thursday would hold talks parties concerned constitution malabar devaswom board. , participating meet-the-press programme thursday , mr. ramachandran said far received complaint regarding formation board related matters. however , would hold talks concerned , including president board. , issue constituting new travancore cochin devaswom boards , minister said consensus evolved talks parties concerned. matters law religious rites involved issue. several decisions , including inducting members board done recently , could taken consensus arrived detailed talks. “there relevance decisions taken unilaterally minister , ” said. , civic reception accorded minister here. , mr. ramachandran said facilities would provided sabarimala temple pilgrims expected large numbers season. last year , nearly three crore pilgrims visited temple. said coordinated efforts government departments concerned proper conduct pilgrim season. , minister said touch ministers officials concerned tamil nadu , karnataka andhra pradesh sabarimala pilgrim season. talks would held ministers officials concerned. issues curtailing use plastic materials pilgrims southern states would figure talks. , minister also visited sreekanteswaram temple major theft took place early hours tuesday. said necessary steps would taken prevent thefts temples. said would hold talks home minister kodiyeri balakrishnan regard .","{'bjp': 0, 'cong': 0}",0,0
2009-09-14,sabarimala temple opens on wednesday for monthly rituals,"lord ayyappa temple at sabarimala will be opened on wednesday afternoon for the five-day monthly rituals in the malayalam month of kanni that begins on thursday., melsanthi n. vishnu namboodiri will open the sanctum sanctorum at 5.30 p.m. on wednesday. the rituals will begin with tantri kandararu maheswararu performing ganapati homam on thursday morning., ashtabhishekam, padipuja, udayasthamanapuja and pushpabhishekam will be held on all the five days., the tantri said sahasrakalasabhishekam and kalabhabhishekam will also be performed at the ayyappa temple as part of the monthly rituals. the temple will be closed after the athazhapuja on september 21evening, marking the culmination of the five-day monthly rituals.",-0.05,sabarimala temple opens wednesday monthly rituals,"lord ayyappa temple sabarimala opened wednesday afternoon five-day monthly rituals malayalam month kanni begins thursday. , melsanthi n. vishnu namboodiri open sanctum sanctorum 5.30 p.m. wednesday. rituals begin tantri kandararu maheswararu performing ganapati homam thursday morning. , ashtabhishekam , padipuja , udayasthamanapuja pushpabhishekam held five days. , tantri said sahasrakalasabhishekam kalabhabhishekam also performed ayyappa temple part monthly rituals. temple closed athazhapuja september 21evening , marking culmination five-day monthly rituals .","{'bjp': 0, 'cong': 0}",0,0
2009-09-15,new bridge to replace old one at vallamkulam,"the four-decade old steel bridge across river manimala at vallamkulam on the thiruvalla-kumbazha state highway which is to be replaced by a new concrete bridge. photo: leju kamal , the public works department has invited tenders for the proposed bridge across river manimala at vallamkulam on the thirvalla-kumbazha state highway., in a statement issued here on tuesday, mr. joseph m. puthusserry, mla, said the pwd would construct the new bridge in pre-stressed concrete at an estimated cost of rs. 3.45 crore to replace the four decade old steel bridge., the existing steel bridge linking the eraviperoor and kaviyoor panchayats in thiruvalla taluk is the only steel bridge on the main trunk route to sabarimala and many reports have also expressed doubts over the stability of the old steel structure., traffic congestion has been a regular feature on the old steel bridge, especially during the annual sabarimala season when vehicular traffic flow used to be very high., it is noteworthy that the pwd had to undertake a major strengthening work on the steel bridge nine years ago following the sinking of its pier., the mla said the new bridge would be constructed with a financial assistance of rs. 2.76 crore from nabard under the rural infrastructure development fund and the remaining rs. 69 lakh would be borne by the government., the proposed bridge will have a total length of 75.6-metre length and 11.05-metre. the proposed bridge will have three spans of 25 metres each. the deadline for submitting the tenders to the pwd is september 25 and the department is planning to start the work in 2009 itself.",0.09744083694083697,new bridge replace old one vallamkulam,"four-decade old steel bridge across river manimala vallamkulam thiruvalla-kumbazha state highway replaced new concrete bridge. photo : leju kamal , public works department invited tenders proposed bridge across river manimala vallamkulam thirvalla-kumbazha state highway. , statement issued tuesday , mr. joseph m. puthusserry , mla , said pwd would construct new bridge pre-stressed concrete estimated cost rs. 3.45 crore replace four decade old steel bridge. , existing steel bridge linking eraviperoor kaviyoor panchayats thiruvalla taluk steel bridge main trunk route sabarimala many reports also expressed doubts stability old steel structure. , traffic congestion regular feature old steel bridge , especially annual sabarimala season vehicular traffic flow used high. , noteworthy pwd undertake major strengthening work steel bridge nine years ago following sinking pier. , mla said new bridge would constructed financial assistance rs. 2.76 crore nabard rural infrastructure development fund remaining rs. 69 lakh would borne government. , proposed bridge total length 75.6-metre length 11.05-metre. proposed bridge three spans 25 metres each. deadline submitting tenders pwd september 25 department planning start work 2009 .","{'bjp': 0, 'cong': 0}",0,0
2009-10-14,tdb to conduct provisional interview of sabarimala melsanthi at pampa on friday,"the travancore devaswom board has decided to conduct a provisional interview of mr. satheesan namboodiri, an applicant who has moved the kerala high court seeking inclusion of his name too in the list of eligible candidates for the sabarimala melsanthi post., according to the devaswom commissioner, p.v. nalinakshan nair, the board will conduct the provisional interview at 3 p.m. at the devaswom guest house at pampa on october 16. the final list of nine priests for the draw of lots to select the new sabarimala melsanthi will be published later subject to the decision of the court on the petition pending before it., he said the selection of the new melsanthi for lord ayyappa temple as well as malikappuram devi temple would be through a draw of lots to be held at the respective temple sopanam on saturday morning., the priests selected as the new melsanthis at the ayyappa temple and malikappuram devi temple through the draw of lots will assume charge for the next one year period on the first day in the malayalam month of vrischikom.",0.06524242424242424,tdb conduct provisional interview sabarimala melsanthi pampa friday,"travancore devaswom board decided conduct provisional interview mr. satheesan namboodiri , applicant moved kerala high court seeking inclusion name list eligible candidates sabarimala melsanthi post. , according devaswom commissioner , p.v. nalinakshan nair , board conduct provisional interview 3 p.m. devaswom guest house pampa october 16. final list nine priests draw lots select new sabarimala melsanthi published later subject decision court petition pending it. , said selection new melsanthi lord ayyappa temple well malikappuram devi temple would draw lots held respective temple sopanam saturday morning. , priests selected new melsanthis ayyappa temple malikappuram devi temple draw lots assume charge next one year period first day malayalam month vrischikom .","{'bjp': 0, 'cong': 0}",0,0
2009-10-20,special rituals performed at sabarimala,"shasrakalasabhishekom and kalabhabhishekom rituals were performed at lord ayyappa temple at sabarimala prior to the utchapuja on tuesday., tantri, kandararu maheswararu, assisted by melsanthi. n.vishnu namboodiri, prepared the holy water for the auspicious ritual in 1000 small copper urns and the brahmakalasom in the golden urn at the northern mandapam of the temple on monday evening., special rituals were performed at the northern mandapam on tuesday forenoon. the brahmakalasom was taken out in a ceremonial procession, with the accompaniments of marappani and other traditional temple percussion, to the sanctorum, later., the ritual came to a close with the pouring of holy water in the brahmakalasom over the ayyappa idol prior to the utchapuja., ashtabhishekom, padipuja, udayasthamanapuja and pushapabhishekom were the other important rituals performed at the ayyappa shrine on tuesday. according to devaswom soruces, the two rituals will be performed at the sannidhanam on wednesday too., the ayyappa temple will be closed with the melsanthi singing the sacred lullaby, `harivarasanam viswamohanam…’, after the athazhapuja later on wednesday evening, marking the culmination of the five-day monthly rituals in the malayalam month of thulam.",0.03901098901098902,special rituals performed sabarimala,"shasrakalasabhishekom kalabhabhishekom rituals performed lord ayyappa temple sabarimala prior utchapuja tuesday. , tantri , kandararu maheswararu , assisted melsanthi. n.vishnu namboodiri , prepared holy water auspicious ritual 1000 small copper urns brahmakalasom golden urn northern mandapam temple monday evening. , special rituals performed northern mandapam tuesday forenoon. brahmakalasom taken ceremonial procession , accompaniments marappani traditional temple percussion , sanctorum , later. , ritual came close pouring holy water brahmakalasom ayyappa idol prior utchapuja. , ashtabhishekom , padipuja , udayasthamanapuja pushapabhishekom important rituals performed ayyappa shrine tuesday. according devaswom soruces , two rituals performed sannidhanam wednesday too. , ayyappa temple closed melsanthi singing sacred lullaby , ` harivarasanam viswamohanam … ’ , athazhapuja later wednesday evening , marking culmination five-day monthly rituals malayalam month thulam .","{'bjp': 0, 'cong': 0}",0,0
2009-10-21,work on pilgrim-amenity schemes fast progressing at sabarimala,"the travancore-devaswom board has constructed a view point-cum-comfort station at appachimedu on the pampa-sannidhanam trekking path as part of the sabarimala masterplan prepared by the delhi-based ecosmart india limited., the view point has been set up on the roof of an 80-member toilet block in conformity with the forest environs in the periyar tiger reserve., appachimedu is a steep hill on the traditional trekking route to the sabarimala sannidhanam and many a pilgrim undertaking the arduous trek is often found to be almost exhausted at this point., the view point overlooking a verdant valley at appachimedu where devotees throw small rice balls as a customary offering to the deities in the sacred grove of lord ayyappa will also act as a resting bay, besides providing a panoramic view of the sabarimala forests., the work on two modern double-storey cardiology centre buildings as well as pilgrim amenity complex at appachimedu has been completed, according to mr. k. ravikumar, tdb chief engineer., mr. ravikumar said work on various pilgrim amenity schemes was fast progressing at pampa, sanidhanama and on the trekking path so as to complete them by november 10., a total of 160 latrines have been constructed on the trekking path, besides another 360 latrines and 80 bathrooms at the sannidhanam., insallation of two incinerators with a capacity to dispose 200 kg solid waste per hour was fast under way., roofing of the pilgrim shelter upon the queue complex near malikappuram too is fast progressing., mr. jolly ullas, executive engineer at the sannidhanam told the hindu that the roofing work of the fly-over linking the ayyappa temle complex with malikappuram devi temple would be launched soon., mr. ullas said the tdb has already started work on two giant drinking water storage tanks at paandithavalom and one of them could be commissioned by makaravilakku festival., he said the augmentation work at the mechanised aravana plant at sannidhanam too was under way so as to double the aravana paysom production during the forthcoming mandalam-makaravilakku festival that begins on november 16.",-0.03203463203463204,work pilgrim-amenity schemes fast progressing sabarimala,"travancore-devaswom board constructed view point-cum-comfort station appachimedu pampa-sannidhanam trekking path part sabarimala masterplan prepared delhi-based ecosmart india limited. , view point set roof 80-member toilet block conformity forest environs periyar tiger reserve. , appachimedu steep hill traditional trekking route sabarimala sannidhanam many pilgrim undertaking arduous trek often found almost exhausted point. , view point overlooking verdant valley appachimedu devotees throw small rice balls customary offering deities sacred grove lord ayyappa also act resting bay , besides providing panoramic view sabarimala forests. , work two modern double-storey cardiology centre buildings well pilgrim amenity complex appachimedu completed , according mr. k. ravikumar , tdb chief engineer. , mr. ravikumar said work various pilgrim amenity schemes fast progressing pampa , sanidhanama trekking path complete november 10. , total 160 latrines constructed trekking path , besides another 360 latrines 80 bathrooms sannidhanam. , insallation two incinerators capacity dispose 200 kg solid waste per hour fast way. , roofing pilgrim shelter upon queue complex near malikappuram fast progressing. , mr. jolly ullas , executive engineer sannidhanam told hindu roofing work fly-over linking ayyappa temle complex malikappuram devi temple would launched soon. , mr. ullas said tdb already started work two giant drinking water storage tanks paandithavalom one could commissioned makaravilakku festival. , said augmentation work mechanised aravana plant sannidhanam way double aravana paysom production forthcoming mandalam-makaravilakku festival begins november 16 .","{'bjp': 0, 'cong': 0}",0,0
2009-10-30,new southern-zone railway time-table released,"introduction of 11 new trains, including five from various cities in tamil nadu, extension of six services, and increase in frequency of one train were the highlight of new southern zone time-table released here on friday. the new time-table comes into effect from november 1., normally the new time-table is released on july 1 every year. but this year it was delayed by four months due to operational reasons, according to a railway official., of the five new trains planned for tamil nadu, the duronto (non-stop service) express from chennai central to nizamuddin was already in operation. the date of introduction of other four trains viz tirunelveli – bilaspur weekly superfast express, tirunelveli - hapa bi-weekly superfast express (both via trivandrum and ernakulam), rameswaram – kanniakumari express (via madurai) and coimbatore – shoranur express will be notified later. the jammu tawi – madurai weekly express will be extended to tirunelveli, the mangalore – chennai central express to puducherry, and ernakulam – tiruchi express to nagore on both directions. the frequency of chennai central – mangalore express now running three times a week will be made a daily service soon., releasing the time table, union minister of state for railways e. ahamed said as against 9 new trains introduced in last year’s (southern zone) time-table, 11 trains had been budgeted for the current financial year, the highest in recent years. the number of originating passengers in the current financial year had increased by 8.2 per cent till september compared to the same period last year. the passenger earnings had also increased by 4 per cent. to cope with the increased passenger demand, southern railway is running large number of specials. the number of specials had gone up to 1,020 till september this year from 912 during the same period last year. the earnings from specials had increased from rs. 22 crore to 30 crore., to meet the increasing demand from sabarimala pilgrims, the zone had planned 162 specials this season as against 138 during the last season. a large number of special trains for pongal and new year had also been planned for various high demand cities such as tuticorin, nagercoil and coimbatore, he added.",0.05000721500721499,new southern-zone railway time-table released,"introduction 11 new trains , including five various cities tamil nadu , extension six services , increase frequency one train highlight new southern zone time-table released friday. new time-table comes effect november 1. , normally new time-table released july 1 every year. year delayed four months due operational reasons , according railway official. , five new trains planned tamil nadu , duronto ( non-stop service ) express chennai central nizamuddin already operation. date introduction four trains viz tirunelveli – bilaspur weekly superfast express , tirunelveli - hapa bi-weekly superfast express ( via trivandrum ernakulam ) , rameswaram – kanniakumari express ( via madurai ) coimbatore – shoranur express notified later. jammu tawi – madurai weekly express extended tirunelveli , mangalore – chennai central express puducherry , ernakulam – tiruchi express nagore directions. frequency chennai central – mangalore express running three times week made daily service soon. , releasing time table , union minister state railways e. ahamed said 9 new trains introduced last year ’ ( southern zone ) time-table , 11 trains budgeted current financial year , highest recent years. number originating passengers current financial year increased 8.2 per cent till september compared period last year. passenger earnings also increased 4 per cent. cope increased passenger demand , southern railway running large number specials. number specials gone 1,020 till september year 912 period last year. earnings specials increased rs. 22 crore 30 crore. , meet increasing demand sabarimala pilgrims , zone planned 162 specials season 138 last season. large number special trains pongal new year also planned various high demand cities tuticorin , nagercoil coimbatore , added .","{'bjp': 0, 'cong': 0}",0,0
2009-10-31,special trains for sabarimala,"southern railways will run six special trains of total 94 services to clear extra rush of passengers during the coming sabarimala ayyappa temple pilgrimage season from november 14 to january 19, 2010., they are - train no.0653 chennai-quilon super fast express from november 14, 2009 to january 16, 2010 (saturdays only); november 17 to january 12, 2010 (tuesdays only) and november 19 to january 14, 2010 (thursdays only)., train no.0654, quilon – chennai express from november 15 to january 17, 2010 (sundays only); november 18 to january 13, 2010 (wednesday only); november 20 to january 1, 2010 (fridays)., train. no.0655, chennai –quilon super fast express from november 20 to january 15, 2010 (fridays only)., tr.no.0656, quilon – chennai express from november 21 to january, 2010. (saturdays only), tr.no.0671, chennai – quilon super fast express from november 16 to january 18, 2010 (mondays only)., tr.no.0672, quilon – chennai express from november 17 to january 19, 2010 (tuesdays only)., with stoppages at perambur (quilon to chennai trains only), arakkonam, katpadi, jolarpettai, salem, erode, tirupur, podhanur, palakkad, thrissur, aluva, ernakulam town, kottayam, changanacheri, mavelikkara and kayamkulam, these trains will start from chennai central at 15:15 hrs to reach kollam at 05:30 hrs on the following day., in the return direction trains will start from kollam at 12:00 hrs to reach chennai central at 04:00 hrs on the following day.",0.08228571428571428,special trains sabarimala,"southern railways run six special trains total 94 services clear extra rush passengers coming sabarimala ayyappa temple pilgrimage season november 14 january 19 , 2010. , - train no.0653 chennai-quilon super fast express november 14 , 2009 january 16 , 2010 ( saturdays ) ; november 17 january 12 , 2010 ( tuesdays ) november 19 january 14 , 2010 ( thursdays ) . , train no.0654 , quilon – chennai express november 15 january 17 , 2010 ( sundays ) ; november 18 january 13 , 2010 ( wednesday ) ; november 20 january 1 , 2010 ( fridays ) . , train. no.0655 , chennai – quilon super fast express november 20 january 15 , 2010 ( fridays ) . , tr.no.0656 , quilon – chennai express november 21 january , 2010. ( saturdays ) , tr.no.0671 , chennai – quilon super fast express november 16 january 18 , 2010 ( mondays ) . , tr.no.0672 , quilon – chennai express november 17 january 19 , 2010 ( tuesdays ) . , stoppages perambur ( quilon chennai trains ) , arakkonam , katpadi , jolarpettai , salem , erode , tirupur , podhanur , palakkad , thrissur , aluva , ernakulam town , kottayam , changanacheri , mavelikkara kayamkulam , trains start chennai central 15 : 15 hrs reach kollam 05 : 30 hrs following day. , return direction trains start kollam 12 : 00 hrs reach chennai central 04 : 00 hrs following day .","{'bjp': 0, 'cong': 0}",0,0
